Wall time,Step,Value
1723067297.8284698,4,5.720311164855957
1723067310.142897,5,5.720311164855957
1723067385.2360945,11,5.720311641693115
1723067435.6613703,15,5.720311641693115
1723067491.0483813,16,5.720311641693115
1723067669.412767,19,5.720311641693115
1723067682.050275,20,5.720311641693115
1723067740.96551,21,5.720311641693115
1723067859.5180078,23,5.720311641693115
1723067918.9399033,24,5.720311641693115
1723068097.0342796,27,5.720311641693115
1723068156.5699778,28,5.720311641693115
1723068809.4793928,39,5.720311641693115
1723068881.2650957,41,5.720311641693115
1723069297.1210773,48,5.720311641693115
1723069356.100089,49,5.720311641693115
1723069415.3124022,50,5.720311641693115
1723069487.2727823,52,5.720311641693115
1723069525.1596806,55,5.720311641693115
1723069563.298675,58,5.720311641693115
1723069601.0177774,61,5.720311641693115
1723069613.825704,62,5.720311641693115
1723069626.5153363,63,5.720311641693115
1723069639.3842313,64,5.720311641693115
1723069664.7707756,66,5.720311641693115
1723069677.3914988,67,5.720311641693115
1723069689.8560324,68,5.720311641693115
1723069702.504248,69,5.720311641693115
1723069727.7489061,71,5.720311641693115
1723069740.4383109,72,5.720311641693115
1723069816.6467788,78,5.720311164855957
1723069841.897124,80,5.720311164855957
1723069880.0128655,83,5.720311164855957
1723069918.0620892,86,5.720311164855957
1723069968.7349892,90,5.720311164855957
1723070095.9553204,100,5.720311164855957
1723070146.7935188,104,5.720311164855957
1723070186.7714694,107,5.720311164855957
1723070199.6730127,108,5.720311164855957
1723070225.8318348,110,5.720311164855957
1723070316.7947958,117,5.720311164855957
1723070380.9773538,122,5.720311164855957
1723070432.254424,126,5.720311164855957
1723070444.7079265,127,5.720311164855957
1723070469.9481502,129,5.720311164855957
1723070495.2588885,131,5.720311164855957
1723070571.0468457,137,5.720311164855957
1723070583.7292788,138,5.720311164855957
1723070672.5461872,145,5.720310688018799
1723070697.6784496,147,5.720310688018799
1723070710.2956836,148,5.720310688018799
1723070747.8672328,151,5.720310688018799
1723070835.9940777,158,5.720310688018799
1723070873.6387365,161,5.720310688018799
1723070898.9374108,163,5.720310688018799
1723070924.056042,165,5.720310688018799
1723070999.6748657,171,5.720310688018799
1723071012.2108848,172,5.720310688018799
1723071025.2288218,173,5.720310688018799
1723071087.9899633,178,5.720310211181641
1723071139.3264768,182,5.720310211181641
1723071177.3625212,185,5.720310211181641
1723071190.6958866,186,5.720310211181641
1723071203.3627458,187,5.720310211181641
1723071254.6257255,191,5.720310211181641
1723071267.2716532,192,5.720310211181641
1723071280.4160047,193,5.720310211181641
1723071371.276082,200,5.720309734344482
1723071409.5846996,203,5.720309734344482
1723071422.3259735,204,5.720309734344482
1723071435.0496094,205,5.720309734344482
1723071447.7943897,206,5.720309734344482
1723071473.2889466,208,5.720309734344482
1723071524.2129805,212,5.720309734344482
1723071549.705249,214,5.720309734344482
1723071575.0844758,216,5.720309734344482
1723071626.1710215,220,5.720309734344482
1723071639.048861,221,5.720309734344482
1723071651.8265884,222,5.720309257507324
1723071690.0630977,225,5.720309257507324
1723071753.8852239,230,5.720309257507324
1723071881.6645355,240,5.720308780670166
1723071907.3498733,242,5.720308780670166
1723071945.8305256,245,5.720308780670166
1723071958.5592496,246,5.720308780670166
1723071971.3224454,247,5.720308780670166
1723072073.7057452,255,5.720308303833008
1723072125.2260334,259,5.720308303833008
1723072138.3454347,260,5.720308303833008
1723072151.085853,261,5.720308303833008
