Wall time,Step,Value
1723067297.321972,800,17.293691635131836
1723067309.6343026,1000,17.38994026184082
1723067384.7134278,2200,18.187204360961914
1723067435.146786,3000,18.53238868713379
1723067490.5328612,3200,18.588640213012695
1723067668.8401031,3800,16.692459106445312
1723067681.413778,4000,17.223737716674805
1723067740.459513,4200,19.25306510925293
1723067859.0065079,4600,18.984939575195312
1723067918.414103,4800,19.179128646850586
1723068096.5274148,5400,18.901561737060547
1723068155.977953,5600,19.085538864135742
1723068808.964367,7800,17.492387771606445
1723068880.7773914,8200,16.183170318603516
1723069296.5493824,9600,17.768802642822266
1723069355.6147113,9800,20.714250564575195
1723069414.8145218,10000,18.463926315307617
1723069486.7614274,10400,17.49489402770996
1723069524.6608706,11000,16.892000198364258
1723069562.7859256,11600,15.578736305236816
1723069600.5379987,12200,18.195104598999023
1723069613.3008811,12400,17.989059448242188
1723069625.995668,12600,18.3646240234375
1723069638.8665295,12800,18.288406372070312
1723069664.1422532,13200,19.668468475341797
1723069676.8032203,13400,19.33193016052246
1723069689.3528347,13600,19.171161651611328
1723069701.9920466,13800,17.601884841918945
1723069727.2362244,14200,18.16573143005371
1723069739.91361,14400,16.62264060974121
1723069816.1642613,15600,19.004596710205078
1723069841.4013095,16000,19.462158203125
1723069879.4973419,16600,18.360374450683594
1723069917.4600697,17200,15.313201904296875
1723069968.2242036,18000,19.701431274414062
1723070095.4330835,20000,16.366697311401367
1723070146.2542336,20800,16.651315689086914
1723070185.9998996,21400,17.399484634399414
1723070198.9619694,21600,15.187195777893066
1723070225.1820643,22000,19.004865646362305
1723070316.0905192,23400,19.930620193481445
1723070380.294421,24400,20.02793312072754
1723070431.7025907,25200,17.78207778930664
1723070444.2151256,25400,18.66625213623047
1723070469.4526558,25800,17.506433486938477
1723070494.7460487,26200,15.083525657653809
1723070570.5579152,27400,15.130417823791504
1723070583.2440867,27600,15.953716278076172
1723070671.922925,29000,17.630298614501953
1723070697.185491,29400,17.401079177856445
1723070709.8064337,29600,22.45705223083496
1723070747.3479872,30200,19.482454299926758
1723070835.404601,31600,19.066953659057617
1723070873.143201,32200,17.385393142700195
1723070898.438937,32600,16.957862854003906
1723070923.5349653,33000,19.768259048461914
1723070999.0643685,34200,16.584434509277344
1723071011.7067149,34400,18.196598052978516
1723071024.3582883,34600,16.477712631225586
1723071087.4152396,35600,19.801355361938477
1723071138.7591708,36400,17.87774658203125
1723071176.8173625,37000,19.730072021484375
1723071190.172863,37200,19.297351837158203
1723071202.8382382,37400,22.044811248779297
1723071254.0990245,38200,18.421659469604492
1723071266.7418392,38400,18.752634048461914
1723071279.8640049,38600,19.117570877075195
1723071370.7374036,40000,17.522172927856445
1723071409.055353,40600,20.025983810424805
1723071421.7842677,40800,18.900846481323242
1723071434.5147164,41000,17.23466682434082
1723071447.260128,41200,20.534526824951172
1723071472.7419434,41600,17.909282684326172
1723071523.7129776,42400,18.18666648864746
1723071549.2037115,42800,16.59541893005371
1723071574.5510063,43200,16.880109786987305
1723071625.6523921,44000,19.239770889282227
1723071638.4973443,44200,18.379484176635742
1723071651.2282493,44400,16.463424682617188
1723071689.5556946,45000,17.835660934448242
1723071753.3704398,46000,21.724611282348633
1723071881.1272461,48000,18.945030212402344
1723071906.815279,48400,16.032276153564453
1723071945.2456942,49000,17.634626388549805
1723071958.0458367,49200,16.65850830078125
1723071970.827751,49400,19.79239273071289
1723072073.1256573,51000,20.400527954101562
1723072124.697141,51800,17.671506881713867
1723072137.8494518,52000,16.16697883605957
1723072150.5794992,52200,20.155115127563477
1723072290.3013227,54400,17.32160758972168
1723072328.1518908,55000,16.583492279052734
1723072353.5187778,55400,17.62234115600586
1723072378.9537559,55800,20.36793327331543
1723072404.250872,56200,17.997434616088867
1723072429.5766768,56600,15.75674819946289
1723072467.3929498,57200,19.01483726501465
1723072505.5429761,57800,17.974180221557617
1723072531.2316532,58200,19.59781837463379
1723072594.1008382,59200,18.956439971923828
1723072619.3118358,59600,17.35477638244629
1723072631.8918095,59800,14.986167907714844
1723072732.8117151,61400,19.83753204345703
1723072758.0535192,61800,18.74274444580078
1723072808.2140262,62600,17.63409423828125
1723072858.7695312,63400,21.38182258605957
1723072883.8684587,63800,17.277755737304688
1723072896.46008,64000,18.454116821289062
1723072934.217198,64600,16.602001190185547
1723073123.043409,67600,16.910425186157227
1723073135.6302016,67800,18.95471954345703
1723073198.6540334,68800,16.858308792114258
1723073223.8443007,69200,20.221908569335938
1723073236.3613024,69400,16.35477066040039
1723073312.8616712,70600,18.063518524169922
1723073338.0062654,71000,16.753135681152344
1723073388.2976885,71800,20.182476043701172
1723073438.8503835,72600,17.75358009338379
1723073451.4024448,72800,16.564422607421875
