Wall time,Step,Value
1723089750.0255265,1653,1653.0
1723089762.6096818,1654,1654.0
1723089775.1356547,1655,1655.0
1723089800.351173,1657,1657.0
1723089876.4995759,1663,1663.0
1723089927.135208,1667,1667.0
1723089979.064553,1671,1671.0
1723090030.2999604,1675,1675.0
1723090068.1030514,1678,1678.0
1723090093.0892873,1680,1680.0
1723090169.3312376,1686,1686.0
1723090181.8974957,1687,1687.0
1723090194.5928319,1688,1688.0
1723090207.21102,1689,1689.0
1723090270.1822772,1694,1694.0
1723090282.8349814,1695,1695.0
1723090295.3947005,1696,1696.0
1723090345.8462899,1700,1700.0
1723090383.7489626,1703,1703.0
1723090409.032712,1705,1705.0
1723090446.7556367,1708,1708.0
1723090471.7303085,1710,1710.0
1723090484.1991653,1711,1711.0
1723090496.9284706,1712,1712.0
1723090509.4498987,1713,1713.0
1723090585.9348469,1719,1719.0
1723090636.2331173,1723,1723.0
1723090648.8471951,1724,1724.0
1723090661.435031,1725,1725.0
1723090674.0043464,1726,1726.0
1723090736.9560964,1731,1731.0
1723090838.2982745,1739,1739.0
1723090850.8686743,1740,1740.0
1723090901.6002238,1744,1744.0
1723090926.9275146,1746,1746.0
1723090964.798364,1749,1749.0
1723090990.2697587,1751,1751.0
1723091028.1435778,1754,1754.0
1723091040.6276808,1755,1755.0
1723091141.4208052,1763,1763.0
1723091154.0540705,1764,1764.0
1723091179.2072222,1766,1766.0
1723091305.1891427,1776,1776.0
1723091330.3523254,1778,1778.0
1723091368.025022,1781,1781.0
1723091418.185289,1785,1785.0
1723091430.8408504,1786,1786.0
1723091443.345494,1787,1787.0
1723091481.056319,1790,1790.0
1723091519.1116993,1793,1793.0
1723091570.79624,1797,1797.0
1723091621.6611943,1801,1801.0
1723091647.067855,1803,1803.0
1723091723.9544635,1809,1809.0
1723091749.294675,1811,1811.0
1723091863.3739111,1820,1820.0
1723091914.252998,1824,1824.0
1723091952.0483391,1827,1827.0
1723091964.6605873,1828,1828.0
1723091989.8498745,1830,1830.0
1723092002.4178946,1831,1831.0
1723092027.7768958,1833,1833.0
1723092040.3591528,1834,1834.0
1723092078.5936015,1837,1837.0
1723092103.8934875,1839,1839.0
1723092191.9659731,1846,1846.0
1723092204.598537,1847,1847.0
1723092217.2966964,1848,1848.0
1723092230.1392794,1849,1849.0
1723092268.508444,1852,1852.0
1723092382.2867196,1861,1861.0
1723092445.838044,1866,1866.0
1723092458.558545,1867,1867.0
1723092471.145718,1868,1868.0
1723092521.926145,1872,1872.0
1723092534.5028582,1873,1873.0
1723092559.7784019,1875,1875.0
1723092597.9370267,1878,1878.0
1723092635.8603876,1881,1881.0
1723092673.4412224,1884,1884.0
1723092686.1848097,1885,1885.0
1723092711.400088,1887,1887.0
1723092736.9135296,1889,1889.0
1723092762.207094,1891,1891.0
1723092825.9094598,1896,1896.0
1723092876.4136744,1900,1900.0
1723092914.076405,1903,1903.0
1723092990.058415,1909,1909.0
1723093002.6652513,1910,1910.0
1723093015.0872114,1911,1911.0
1723093053.2708495,1914,1914.0
1723093116.0378008,1919,1919.0
1723093191.597571,1925,1925.0
1723093204.68842,1926,1926.0
1723093217.3617926,1927,1927.0
1723093255.2857091,1930,1930.0
1723093331.2841923,1936,1936.0
1723093343.9221818,1937,1937.0
1723093394.8311498,1941,1941.0
1723093407.4873257,1942,1942.0
1723093419.8780718,1943,1943.0
1723093457.906872,1946,1946.0
1723093483.0405536,1948,1948.0
1723093520.817577,1951,1951.0
