Wall time,Step,Value
1723053404.8962724,1,47.01451873779297
1723053416.9146743,2,43.375125885009766
1723053429.1477447,3,41.56822967529297
1723053441.3365088,4,42.396949768066406
1723053453.6760435,5,39.985618591308594
1723053466.0458407,6,38.370853424072266
1723053478.4898653,7,38.313175201416016
1723053490.8968427,8,37.76138687133789
1723053516.0413623,10,39.997093200683594
1723053528.8508394,11,38.50860595703125
1723053541.516379,12,39.05693435668945
1723053566.713924,14,37.219417572021484
1723053579.1973991,15,37.267234802246094
1723053592.0280437,16,36.55156707763672
1723053604.7638443,17,36.40428924560547
1723053617.7015548,18,36.183746337890625
1723053630.3079808,19,35.63410949707031
1723053643.031977,20,35.13315200805664
1723053655.8321056,21,34.76815414428711
1723053668.6896381,22,34.694210052490234
1723053681.3569167,23,34.070648193359375
1723053693.94942,24,34.04065704345703
1723053719.3104398,26,32.94996643066406
1723053732.013615,27,32.44396209716797
1723053744.688358,28,32.19708251953125
1723053757.5217154,29,31.351694107055664
1723053770.2745202,30,30.744001388549805
1723053782.9329665,31,30.413908004760742
1723053795.4474168,32,29.76590347290039
1723053808.1795716,33,29.096769332885742
1723053820.824635,34,28.3756046295166
1723053833.455631,35,27.846752166748047
1723053846.1114154,36,27.25949478149414
1723053858.911598,37,26.865283966064453
1723053871.638044,38,26.392364501953125
1723053884.2552829,39,25.880020141601562
1723053896.8953872,40,25.279834747314453
1723053909.3082225,41,24.685762405395508
1723053934.3943224,43,23.62990951538086
1723053946.9273582,44,23.117069244384766
1723053959.6495647,45,22.61519432067871
1723053972.2296607,46,22.157052993774414
1723053985.013487,47,21.70992660522461
1723053997.9895597,48,21.266162872314453
1723054010.5457375,49,20.89685821533203
1723054023.2445917,50,20.510520935058594
1723054035.8176425,51,20.125648498535156
1723054048.461506,52,19.75343132019043
1723054061.0882967,53,19.39533233642578
1723054073.5955853,54,19.055150985717773
1723054086.267582,55,18.780405044555664
1723054098.9224772,56,18.449718475341797
1723054124.4754953,58,17.868892669677734
1723054137.1849287,59,17.572154998779297
1723054162.4653778,61,17.03623390197754
1723054175.2016418,62,16.766050338745117
1723054188.243296,63,16.549331665039062
1723054201.1558902,64,16.309850692749023
1723054226.5339613,66,15.84386920928955
1723054239.1506782,67,15.630891799926758
1723054251.6932168,68,15.407703399658203
1723054264.2881558,69,15.212285041809082
1723054277.011173,70,15.008397102355957
1723054289.651417,71,14.817230224609375
1723054302.3310106,72,14.62745475769043
1723054315.2055404,73,14.434978485107422
1723054327.8312593,74,14.248147964477539
1723054340.4216843,75,14.076807022094727
1723054353.0037768,76,13.918428421020508
1723054365.5232394,77,13.75694465637207
1723054378.4245872,78,13.586718559265137
1723054391.1429822,79,13.428589820861816
1723054403.7656484,80,13.287599563598633
1723054416.6790838,81,13.13143253326416
1723054429.3507252,82,12.97485637664795
1723054441.9519923,83,12.83977222442627
1723054454.5271134,84,12.703080177307129
1723054467.2171996,85,12.562004089355469
1723054479.8814864,86,12.422697067260742
1723054492.418116,87,12.291038513183594
1723054504.9593277,88,12.166624069213867
1723054517.6475654,89,12.063806533813477
1723054530.4675493,90,11.938484191894531
1723054543.0909607,91,11.812554359436035
1723054568.4006102,93,11.568445205688477
1723054580.9482486,94,11.454758644104004
1723054593.63576,95,11.35117244720459
1723054606.2482326,96,11.236824035644531
1723054618.932515,97,11.133875846862793
1723054631.6363032,98,11.026509284973145
1723054644.1709425,99,10.93051528930664
1723054656.8264596,100,10.838496208190918
1723054669.3925598,101,10.373894691467285
1723054681.9813077,102,9.981175422668457
1723054694.5693688,103,9.607747077941895
1723054707.0596108,104,9.166352272033691
1723054719.6771786,105,8.876493453979492
1723054732.3269916,106,8.57780933380127
1723054745.0101833,107,8.201435089111328
1723054757.9096837,108,7.881543159484863
1723054770.5327532,109,7.372360706329346
1723054783.0206485,110,6.93070650100708
1723054795.5361993,111,6.698356628417969
1723054808.1336913,112,6.257701396942139
1723054820.8174987,113,5.9929518699646
1723054845.9525425,115,5.373369216918945
1723054858.6636858,116,5.1174516677856445
1723054871.3697338,117,4.784875869750977
1723054884.0752616,118,4.4704909324646
1723054896.8656318,119,4.223191261291504
1723054909.4387715,120,3.9786417484283447
1723054922.0074093,121,3.7117302417755127
1723054934.552594,122,3.3848726749420166
1723054947.186992,123,3.1848371028900146
1723054959.9082456,124,2.8819031715393066
1723054972.6951575,125,2.637812852859497
1723054985.6822083,126,2.5236501693725586
1723054998.3550603,127,2.354544162750244
1723055011.077458,128,2.102886915206909
1723055023.5153964,129,2.0389692783355713
1723055035.830458,130,1.915320873260498
1723055048.3436656,131,1.7159273624420166
1723055060.8209436,132,1.62311589717865
1723055073.525594,133,1.5572271347045898
1723055098.8760648,135,1.4326872825622559
1723055112.1305852,136,1.371877908706665
1723055124.814537,137,1.252063274383545
1723055137.4438145,138,1.1708520650863647
1723055150.4539356,139,1.110619068145752
1723055163.3716762,140,1.0960323810577393
1723055176.0997577,141,1.090348720550537
1723055188.7992103,142,1.0613906383514404
1723055201.2965832,143,1.0592598915100098
1723055213.8768508,144,1.0764497518539429
1723055226.6022432,145,1.0779023170471191
1723055239.2141573,146,1.0646814107894897
1723055251.818923,147,1.0627243518829346
1723055264.4538245,148,1.0597407817840576
1723055277.4352767,149,1.0436475276947021
1723055302.7801805,151,1.03444242477417
1723055328.0761914,153,1.043429970741272
1723055340.7708092,154,1.042581558227539
1723055353.4551888,155,1.004476547241211
1723055366.5442965,156,1.013993740081787
1723055379.2610283,157,1.0155882835388184
1723055391.8482244,158,1.0077810287475586
1723055404.5460632,159,1.0093048810958862
1723055417.1444726,160,1.003667950630188
1723055429.7932289,161,0.9886717200279236
1723055442.4088964,162,0.9880688786506653
1723055455.0468197,163,0.9719206094741821
1723055467.9113314,164,0.9788277745246887
1723055480.5533648,165,0.9693476557731628
1723055493.3646123,166,0.9741420745849609
1723055506.020863,167,0.9860696792602539
1723055531.6362493,169,0.9701906442642212
1723055544.1623437,170,0.9861963391304016
1723055556.769952,171,0.9816347360610962
1723055569.3972945,172,0.977161705493927
1723055582.4333918,173,0.9741036891937256
1723055595.1019251,174,0.9707868099212646
1723055607.9895868,175,0.969089925289154
1723055620.7723005,176,0.964961588382721
1723055633.5983527,177,0.9673618674278259
1723055646.3501854,178,0.9710553288459778
1723055659.0763686,179,0.9626476168632507
1723055671.6854165,180,0.9509812593460083
1723055684.3197987,181,0.9491778016090393
1723055697.0430439,182,0.9696826934814453
1723055709.7110925,183,0.9658830165863037
1723055722.299761,184,0.9572274684906006
1723055735.0173802,185,0.958674967288971
1723055747.7880645,186,0.9562150239944458
1723055760.5895925,187,0.9608659744262695
1723055785.8287616,189,0.9304491281509399
1723055798.4375765,190,0.930531919002533
1723055811.0361536,191,0.944362998008728
1723055823.7698512,192,0.9580121040344238
1723055836.5032861,193,0.9570203423500061
1723055849.3493316,194,0.9570637345314026
1723055862.1077926,195,0.9498389959335327
1723055874.8694596,196,0.9557836651802063
1723055900.3353298,198,0.9546012878417969
1723055913.1110005,199,0.9553633332252502
1723055926.233127,200,0.9419651031494141
1723055939.0381012,201,0.9431822896003723
1723055964.463867,203,0.9564017653465271
1723055977.1593482,204,0.9557890892028809
1723055989.7613876,205,0.949319064617157
1723056002.4640865,206,0.9529994130134583
1723056015.1763663,207,0.9574077725410461
1723056027.959786,208,0.9500889182090759
1723056040.5664916,209,0.9362704157829285
1723056053.2247708,210,0.9305970668792725
1723056066.0077207,211,0.9392350316047668
1723056078.6680808,212,0.9325467944145203
1723056091.3784742,213,0.9354232549667358
1723056103.9714777,214,0.9488334059715271
1723056116.6197755,215,0.9434731006622314
1723056129.2682502,216,0.9441254734992981
