Wall time,Step,Value
1723053404.8961797,1,23.450056076049805
1723053416.914588,2,21.630359649658203
1723053429.1476636,3,20.726911544799805
1723053441.3364103,4,21.141273498535156
1723053453.675939,5,19.935606002807617
1723053466.0457554,6,19.128223419189453
1723053478.4897912,7,19.099384307861328
1723053490.8967564,8,18.823490142822266
1723053516.04128,10,19.941343307495117
1723053528.850753,11,19.197099685668945
1723053541.516298,12,19.471263885498047
1723053566.7138402,14,18.552505493164062
1723053579.197316,15,18.576414108276367
1723053592.0279605,16,18.21858024597168
1723053604.7637606,17,18.144941329956055
1723053617.7014725,18,18.034669876098633
1723053630.307884,19,17.759851455688477
1723053643.0318675,20,17.50937271118164
1723053655.8319497,21,17.326873779296875
1723053668.6895518,22,17.289901733398438
1723053681.3568368,23,16.978120803833008
1723053693.9493365,24,16.963125228881836
1723053719.3103654,26,16.41777992248535
1723053732.0135226,27,16.164777755737305
1723053744.6882591,28,16.041337966918945
1723053757.5216274,29,15.618643760681152
1723053770.2744355,30,15.314797401428223
1723053782.932882,31,15.149750709533691
1723053795.4473348,32,14.825748443603516
1723053808.1794899,33,14.491181373596191
1723053820.8245327,34,14.130599021911621
1723053833.4555473,35,13.866172790527344
1723053846.1113188,36,13.57254409790039
1723053858.9115162,37,13.375438690185547
1723053871.6379628,38,13.1389799118042
1723053884.2552006,39,12.882806777954102
1723053896.8953001,40,12.582714080810547
1723053909.3081396,41,12.285677909851074
1723053934.394233,43,11.75775146484375
1723053946.927275,44,11.501331329345703
1723053959.6494744,45,11.250393867492676
1723053972.229582,46,11.021323204040527
1723053985.013398,47,10.797760009765625
1723053997.989487,48,10.575878143310547
1723054010.545668,49,10.391225814819336
1723054023.2445095,50,10.198057174682617
1723054035.81756,51,10.005620956420898
1723054048.4614193,52,9.819512367248535
1723054061.0882156,53,9.640462875366211
1723054073.5955036,54,9.470372200012207
1723054086.26751,55,9.332999229431152
1723054098.9223971,56,9.167655944824219
1723054124.475413,58,8.877243041992188
1723054137.1848495,59,8.728874206542969
1723054162.4652953,61,8.46091365814209
1723054175.201561,62,8.325821876525879
1723054188.243197,63,8.217462539672852
1723054201.1558099,64,8.097723007202148
1723054226.533878,66,7.864731311798096
1723054239.1505954,67,7.758242607116699
1723054251.6931388,68,7.646648406982422
1723054264.2880661,69,7.548939228057861
1723054277.0110857,70,7.446995258331299
1723054289.651336,71,7.351411819458008
1723054302.3309124,72,7.256524085998535
1723054315.2054327,73,7.160285949707031
1723054327.8311682,74,7.06687068939209
1723054340.421587,75,6.981200218200684
1723054353.0036972,76,6.902011394500732
1723054365.5231557,77,6.8212690353393555
1723054378.424506,78,6.736155986785889
1723054391.1429038,79,6.6570916175842285
1723054403.7654982,80,6.586596488952637
1723054416.6789734,81,6.508513450622559
1723054429.350642,82,6.430225372314453
1723054441.9519095,83,6.362682819366455
1723054454.527035,84,6.294336795806885
1723054467.2170954,85,6.223798751831055
1723054479.8813941,86,6.154145240783691
1723054492.4180198,87,6.088315963745117
1723054504.9592445,88,6.026108741760254
1723054517.6474764,89,5.974699974060059
1723054530.4674723,90,5.912039279937744
1723054543.0908463,91,5.849073886871338
1723054568.400521,93,5.727019786834717
1723054580.948166,94,5.6701765060424805
1723054593.6356668,95,5.618382930755615
1723054606.2481287,96,5.561208724975586
1723054618.9324317,97,5.509734630584717
1723054631.6362317,98,5.456051349639893
1723054644.1708603,99,5.408054828643799
1723054656.8263824,100,5.362044811248779
1723054669.39248,101,5.129744529724121
1723054681.9812248,102,4.933384418487549
1723054694.569274,103,4.746670246124268
1723054707.059533,104,4.525972843170166
1723054719.6770847,105,4.381043910980225
1723054732.3269038,106,4.231701374053955
1723054745.0100923,107,4.043514728546143
1723054757.9096024,108,3.883568286895752
1723054770.5326707,109,3.6289772987365723
1723054783.0205686,110,3.4081499576568604
1723054795.5361147,111,3.291975259780884
1723054808.1336184,112,3.0716476440429688
1723054820.817416,113,2.939272880554199
1723054845.952459,115,2.629481315612793
1723054858.6635969,116,2.5015227794647217
1723054871.3696516,117,2.3352348804473877
1723054884.0751565,118,2.178042411804199
1723054896.8655462,119,2.0543925762176514
1723054909.438681,120,1.9321178197860718
1723054922.0073354,121,1.7986620664596558
1723054934.5525172,122,1.6352331638336182
1723054947.186912,123,1.5352154970169067
1723054959.908104,124,1.3837484121322632
1723054972.6950617,125,1.2617032527923584
1723054985.682109,126,1.2046219110488892
1723054998.3549826,127,1.120068907737732
1723055011.0773735,128,0.9942403435707092
1723055023.515318,129,0.9622815847396851
1723055035.8303585,130,0.9004573225975037
1723055048.343584,131,0.8007605671882629
1723055060.8208697,132,0.7543548345565796
1723055073.5255163,133,0.7214104533195496
1723055098.8759809,135,0.6591405272483826
1723055112.1304843,136,0.6287358403205872
1723055124.8144557,137,0.5688285231590271
1723055137.443732,138,0.528222918510437
1723055150.4538496,139,0.498106449842453
1723055163.371565,140,0.49081307649612427
1723055176.099679,141,0.4879712164402008
1723055188.7991152,142,0.47349223494529724
1723055201.2965071,143,0.4724268317222595
1723055213.8767745,144,0.4810217618942261
1723055226.6021352,145,0.4817480742931366
1723055239.2140753,146,0.4751376211643219
1723055251.818851,147,0.4741590917110443
1723055264.453714,148,0.47266727685928345
1723055277.4351776,149,0.4646206796169281
1723055302.780072,151,0.4600180983543396
1723055328.0761135,153,0.4645118713378906
1723055340.770724,154,0.46408766508102417
1723055353.4550993,155,0.4450351893901825
1723055366.5441928,156,0.4497937262058258
1723055379.260947,157,0.45059099793434143
1723055391.8481529,158,0.44668740034103394
1723055404.5459893,159,0.44744935631752014
1723055417.1443846,160,0.44463086128234863
1723055429.7931468,161,0.43713274598121643
1723055442.408815,162,0.4368313252925873
1723055455.0467355,163,0.4287571907043457
1723055467.9112284,164,0.432210773229599
1723055480.553275,165,0.42747071385383606
1723055493.3645227,166,0.4298679232597351
1723055506.0207858,167,0.4358317255973816
1723055531.636167,169,0.4278922379016876
1723055544.162262,170,0.43589508533477783
1723055556.7698498,171,0.43361425399780273
1723055569.3972106,172,0.43137773871421814
1723055582.4333124,173,0.42984873056411743
1723055595.1018388,174,0.42819032073020935
1723055607.9894977,175,0.42734184861183167
1723055620.7721715,176,0.4252776801586151
1723055633.5982695,177,0.4264778196811676
1723055646.3501003,178,0.42832455039024353
1723055659.076292,179,0.42412069439888
1723055671.685346,180,0.4182875454425812
1723055684.3197172,181,0.4173857867717743
1723055697.0429537,182,0.4276382327079773
1723055709.7110045,183,0.4257384240627289
1723055722.2996764,184,0.42141062021255493
1723055735.0172908,185,0.4221343696117401
1723055747.7879727,186,0.42090439796447754
